"name","nTracks","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence",
"Vesala"," 1"," 0.493"," 0.784"," 0.0548"," 0.0101"," 0.00215"," 0.599"," 0.464"," "
"Vianney"," 1"," 0.635"," 0.469"," 0.0428"," 0.715"," 5.02e-06"," 0.133"," 0.281"," "
"Vice"," 1"," 0.779"," 0.671"," 0.0814"," 0.153"," 1.12e-05"," 0.115"," 0.718"," "
"Vicky Corbacho"," 1"," 0.704"," 0.72"," 0.03"," 0.656"," 0.0"," 0.0768"," 0.742"," "
"Vidar Villa"," 1"," 0.735"," 0.79"," 0.0288"," 0.123"," 0.0"," 0.296"," 0.765"," "
"Vigiland"," 1"," 0.718"," 0.673"," 0.0366"," 0.00104"," 1.16e-05"," 0.0577"," 0.0825"," "
"Vince Guaraldi Trio"," 1"," 0.388"," 0.145"," 0.0318"," 0.978"," 6.86e-06"," 0.0997"," 0.0911"," "
"Wesley Safadão"," 2"," 0.635"," 0.911"," 0.0763"," 0.08835"," 1.93e-06"," 0.5900000000000001"," 0.7555000000000001"," "
"Wham!"," 1"," 0.735"," 0.478"," 0.0293"," 0.189"," 2.48e-06"," 0.355"," 0.947"," "
"Whogaux"," 1"," 0.642"," 0.521"," 0.064"," 0.443"," 0.0"," 0.0766"," 0.589"," "
"Wiktoria"," 1"," 0.696"," 0.785"," 0.0631"," 0.108"," 0.0"," 0.327"," 0.756"," "
"Wisin"," 3"," 0.7726666666666667"," 0.8576666666666668"," 0.09996666666666666"," 0.11"," 2.0300000000000002e-05"," 0.2241"," 0.6206666666666666"," "
"Wolfine"," 2"," 0.909"," 0.493"," 0.0735"," 0.128"," 0.000147"," 0.127"," 0.844"," "
"Xantos"," 1"," 0.688"," 0.719"," 0.0555"," 0.163"," 0.0"," 0.15"," 0.605"," "
"XXXTENTACION"," 2"," 0.8345"," 0.462"," 0.1416"," 0.24309999999999998"," 7.8065e-05"," 0.19999999999999998"," 0.383"," "
"Yandel"," 2"," 0.8105"," 0.7829999999999999"," 0.15999999999999998"," 0.12014999999999999"," 0.0"," 0.2485"," 0.6930000000000001"," "
"Yksi Totuus"," 1"," 0.707"," 0.827"," 0.151"," 0.115"," 0.0"," 0.256"," 0.606"," "
"Young DrA"," 1"," 0.739"," 0.869"," 0.205"," 0.368"," 0.0"," 0.0865"," 0.623"," "
"Young Multi"," 2"," 0.6635"," 0.6595"," 0.10439999999999999"," 0.04565"," 4.645e-06"," 0.0951"," 0.21150000000000002"," "
"Yungen"," 1"," 0.497"," 0.59"," 0.258"," 0.1"," 0.0"," 0.0714"," 0.585"," "
"Yzomandias"," 2"," 0.606"," 0.7295"," 0.18080000000000002"," 0.08115"," 0.0"," 0.2285"," 0.313"," "
"Zac Efron"," 1"," 0.684"," 0.619"," 0.0386"," 0.0716"," 0.0"," 0.122"," 0.284"," "
"Zara Larsson"," 3"," 0.5863333333333334"," 0.6269999999999999"," 0.07906666666666666"," 0.2221"," 4.2e-07"," 0.09923333333333334"," 0.5103333333333333"," "
"ZAYN"," 2"," 0.4965"," 0.444"," 0.04875"," 0.08205000000000001"," 7.1349999999999994e-06"," 0.2155"," 0.09145"," "
"Zedd"," 2"," 0.675"," 0.631"," 0.07064999999999999"," 0.2265"," 0.0"," 0.1145"," 0.5175000000000001"," "
"Zion & Lennox"," 1"," 0.832"," 0.772"," 0.1"," 0.0559"," 0.000486"," 0.44"," 0.704"," "
"ZK"," 1"," 0.852"," 0.553"," 0.193"," 0.194"," 0.0"," 0.115"," 0.361"," "
"Zuna"," 1"," 0.823"," 0.514"," 0.421"," 0.231"," 3.82e-06"," 0.186"," 0.515"," "
